iata,icao,type,name,city,iso_region,region_name,iso_country,country,lat,lon,importance
YCO,CYCO,small_airport,Kugluktuk Airport,Kugluktuk,CA-NU,Nunavut,CA,Canada,67.816408,-115.14307,15
YCQ,CYCQ,medium_airport,Chetwynd Airport,Chetwynd,CA-BC,British Columbia,CA,Canada,55.687198638916016,-121.62699890136719,20
YCR,CYCR,small_airport,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA-MB,Manitoba,CA,Canada,54.609758,-97.762442,15
YCS,CYCS,small_airport,Chesterfield Inlet Airport,Chesterfield Inlet,CA-NU,Nunavut,CA,Canada,63.346901,-90.731102,15
YCY,CYCY,small_airport,Clyde River Airport,Clyde River,CA-NU,Nunavut,CA,Canada,70.486099,-68.516701,15
YDA,CYDA,medium_airport,Dawson City Airport,Dawson City,CA-YT,Yukon,CA,Canada,64.04309844970703,-139.1280059814453,25
YDB,CYDB,medium_airport,Burwash Airport,Burwash Landing,CA-YT,Yukon,CA,Canada,61.371101,-139.041,20
YDF,CYDF,medium_airport,Deer Lake Airport,Deer Lake,CA-NL,Newfoundland and Labrador,CA,Canada,49.208159,-57.396147,25
YDL,CYDL,small_airport,Dease Lake Airport,Dease Lake,CA-BC,British Columbia,CA,Canada,58.422199,-130.031998,15
XRR,CYDM,medium_airport,Ross River Airport,Ross River,CA-YT,Yukon,CA,Canada,61.9706001282,-132.42300415,20
YDN,CYDN,medium_airport,Dauphin Barker Airport,Dauphin,CA-MB,Manitoba,CA,Canada,51.1008,-100.052002,25
YDO,CYDO,medium_airport,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA-QC,Quebec,CA,Canada,48.7785,-72.375,20
YDP,CYDP,small_airport,Nain Airport,Nain,CA-NL,Newfoundland and Labrador,CA,Canada,56.550778,-61.682224,15
YDQ,CYDQ,medium_airport,Dawson Creek Airport,Dawson Creek,CA-BC,British Columbia,CA,Canada,55.741245,-120.183263,20
YEG,CYEG,large_airport,Edmonton International Airport,Edmonton,CA-AB,Alberta,CA,Canada,53.3097,-113.580002,35
YEK,CYEK,small_airport,Arviat Airport,Arviat,CA-NU,Nunavut,CA,Canada,61.0942,-94.070801,15
YEL,CYEL,medium_airport,Elliot Lake Municipal Airport,Elliot Lake,CA-ON,Ontario,CA,Canada,46.351398468,-82.5614013672,20
YEM,CYEM,medium_airport,Manitoulin East Municipal Airport,Sheguiandah,CA-ON,Ontario,CA,Canada,45.842435,-81.857595,20
YEN,CYEN,medium_airport,Estevan Airport,Estevan,CA-SK,Saskatchewan,CA,Canada,49.2103004456,-102.966003418,20
YER,CYER,small_airport,Fort Severn Airport,Fort Severn,CA-ON,Ontario,CA,Canada,56.018902,-87.676102,15
YET,CYET,medium_airport,Edson Airport,Edson,CA-AB,Alberta,CA,Canada,53.578899383499994,-116.464996338,20
YEV,CYEV,medium_airport,Inuvik Mike Zubko Airport,Inuvik,CA-NT,Northwest Territories,CA,Canada,68.30419921880001,-133.483001709,25
YEY,CYEY,medium_airport,Amos/Magny Airport,Amos,CA-QC,Quebec,CA,Canada,48.563903,-78.249702,20
YFA,CYFA,small_airport,Fort Albany Airport,Fort Albany,CA-ON,Ontario,CA,Canada,52.203451,-81.695194,15
YFB,CYFB,medium_airport,Iqaluit Airport,Iqaluit,CA-NU,Nunavut,CA,Canada,63.756402,-68.555801,25
YFC,CYFC,medium_airport,Fredericton International Airport,Fredericton,CA-NB,New Brunswick,CA,Canada,45.868697,-66.529891,25
YFE,CYFE,medium_airport,Forestville Airport,Forestville,CA-QC,Quebec,CA,Canada,48.74610137939453,-69.09719848632812,20
YFH,CYFH,small_airport,Fort Hope Airport,Fort Hope,CA-ON,Ontario,CA,Canada,51.561901,-87.907799,15
YTM,CYFJ,medium_airport,Mont-Tremblant International Airport,La Macaza,CA-QC,Quebec,CA,Canada,46.409401,-74.779999,20
YFO,CYFO,small_airport,Flin Flon Airport,Flin Flon,CA-MB,Manitoba,CA,Canada,54.678101,-101.681999,15
YFR,CYFR,medium_airport,Fort Resolution Airport,Fort Resolution,CA-NT,Northwest Territories,CA,Canada,61.1808013916,-113.690002441,20
YFS,CYFS,medium_airport,Fort Simpson Airport,Fort Simpson,CA-NT,Northwest Territories,CA,Canada,61.76020050048828,-121.23699951171875,25
YMN,CYFT,small_airport,Makkovik Airport,Makkovik,CA-NL,Newfoundland and Labrador,CA,Canada,55.077335,-59.187942,15
YGH,CYGH,small_airport,Fort Good Hope Airport,Fort Good Hope,CA-NT,Northwest Territories,CA,Canada,66.240658,-128.647757,15
YGK,CYGK,medium_airport,Kingston Norman Rogers Airport,Kingston,CA-ON,Ontario,CA,Canada,44.2253,-76.596901,20
YGL,CYGL,medium_airport,La Grande Rivière Airport,La Grande Rivière,CA-QC,Quebec,CA,Canada,53.625301361083984,-77.7042007446289,25
YGM,CYGM,medium_airport,Gimli Industrial Park Airport,Gimli,CA-MB,Manitoba,CA,Canada,50.62810134887695,-97.04329681396484,20
YGO,CYGO,small_airport,Gods Lake Narrows Airport,Gods Lake Narrows,CA-MB,Manitoba,CA,Canada,54.55768,-94.490061,15
YGP,CYGP,medium_airport,Michel-Pouliot Gaspé Airport,Gaspé,CA-QC,Quebec,CA,Canada,48.774915,-64.481893,25
YGQ,CYGQ,medium_airport,Geraldton Greenstone Regional Airport,Geraldton,CA-ON,Ontario,CA,Canada,49.77830123901367,-86.93939971923828,20
YGR,CYGR,medium_airport,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA-QC,Quebec,CA,Canada,47.425242,-61.778612,25
YGT,CYGT,small_airport,Igloolik Airport,Igloolik,CA-NU,Nunavut,CA,Canada,69.3647,-81.816101,15
YGV,CYGV,medium_airport,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA-QC,Quebec,CA,Canada,50.281898,-63.611401,25
YGW,CYGW,medium_airport,Kuujjuarapik Airport,Kuujjuarapik,CA-QC,Quebec,CA,Canada,55.281898498535156,-77.76529693603516,25
YGX,CYGX,small_airport,Gillam Airport,Gillam,CA-MB,Manitoba,CA,Canada,56.35712,-94.711504,15
YGZ,CYGZ,small_airport,Grise Fiord Airport,Grise Fiord,CA-NU,Nunavut,CA,Canada,76.425823,-82.908583,15
YQC,CYHA,small_airport,Quaqtaq Airport,Quaqtaq,CA-QC,Quebec,CA,Canada,61.046398,-69.617798,15
YHD,CYHD,medium_airport,Dryden Regional Airport,Dryden,CA-ON,Ontario,CA,Canada,49.831699,-92.744202,20
YHF,CYHF,medium_airport,Hearst René Fontaine Municipal Airport,Hearst,CA-ON,Ontario,CA,Canada,49.71419906616211,-83.68609619140625,20
YNS,CYHH,small_airport,Nemiscau Airport,Nemiscau,CA-QC,Quebec,CA,Canada,51.691101,-76.135597,15
YHI,CYHI,small_airport,Ulukhaktok Holman Airport,Ulukhaktok,CA-NT,Northwest Territories,CA,Canada,70.762802,-117.806,15
YHK,CYHK,small_airport,Gjoa Haven Airport,Gjoa Haven,CA-NU,Nunavut,CA,Canada,68.635597,-95.849701,15
YHM,CYHM,medium_airport,John C. Munro Hamilton International Airport,Hamilton,CA-ON,Ontario,CA,Canada,43.17348,-79.931185,25
YHN,CYHN,medium_airport,Hornepayne Municipal Airport,Hornepayne,CA-ON,Ontario,CA,Canada,49.19309997558594,-84.75890350341797,20
YHO,CYHO,small_airport,Hopedale Airport,Hopedale,CA-NL,Newfoundland and Labrador,CA,Canada,55.448757,-60.228124,15
YHP,CYHP,small_airport,Poplar Hill Airport,Poplar Hill,CA-ON,Ontario,CA,Canada,52.1133,-94.2556,15
YHR,CYHR,small_airport,Chevery Airport,Chevery,CA-QC,Quebec,CA,Canada,50.468322,-59.637823,15
YHT,CYHT,medium_airport,Haines Junction Airport,Haines Junction,CA-YT,Yukon,CA,Canada,60.7892,-137.546005,20
YHU,CYHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA-QC,Quebec,CA,Canada,45.517502,-73.416901,25
YHY,CYHY,medium_airport,Hay River / Merlyn Carter Airport,Hay River,CA-NT,Northwest Territories,CA,Canada,60.8396987915,-115.782997131,25
YHZ,CYHZ,large_airport,Halifax / Stanfield International Airport,Halifax,CA-NS,Nova Scotia,CA,Canada,44.8807983398,-63.5085983276,35
YIB,CYIB,medium_airport,Atikokan Municipal Airport,Atikokan,CA-ON,Ontario,CA,Canada,48.773899,-91.638603,20
YDG,CYID,medium_airport,Digby / Annapolis Regional Airport,Digby,CA-NS,Nova Scotia,CA,Canada,44.5458450365,-65.7854247093,20
YIF,CYIF,medium_airport,St Augustin Airport,St-Augustin,CA-QC,Quebec,CA,Canada,51.2117,-58.658298,25
YIK,CYIK,small_airport,Ivujivik Airport,Ivujivik,CA-QC,Quebec,CA,Canada,62.417301,-77.925301,15
YIO,CYIO,small_airport,Pond Inlet Airport,Pond Inlet,CA-NU,Nunavut,CA,Canada,72.689494,-77.968941,15
YIV,CYIV,medium_airport,Island Lake Airport,Island Lake,CA-MB,Manitoba,CA,Canada,53.857200622558594,-94.65360260009766,25
YJF,CYJF,medium_airport,Fort Liard Airport,Fort Liard,CA-NT,Northwest Territories,CA,Canada,60.235801696799996,-123.46900177,20
YJN,CYJN,medium_airport,St Jean Airport,St Jean,CA-QC,Quebec,CA,Canada,45.29439926147461,-73.28109741210938,20
YJT,CYJT,medium_airport,Stephenville Dymond International Airport,Stephenville,CA-NL,Newfoundland and Labrador,CA,Canada,48.54339,-58.552892,25
YKA,CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA-BC,British Columbia,CA,Canada,50.703038,-120.448641,25
LAK,CYKD,small_airport,Aklavik/Freddie Carmichael Airport,Aklavik,CA-NT,Northwest Territories,CA,Canada,68.223297,-135.00599,15
YKF,CYKF,medium_airport,Region of Waterloo International Airport,Breslau,CA-ON,Ontario,CA,Canada,43.4608,-80.378601,25
YWB,CYKG,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA-QC,Quebec,CA,Canada,61.5886,-71.929398,15
YKJ,CYKJ,medium_airport,Key Lake Airport,Key Lake,CA-SK,Saskatchewan,CA,Canada,57.256099700927734,-105.61799621582031,20
YKL,CYKL,medium_airport,Schefferville Airport,Schefferville,CA-QC,Quebec,CA,Canada,54.805301666259766,-66.8052978515625,25
YKD,CYKM,medium_airport,Kincardine Municipal Airport,Kincardine,CA-ON,Ontario,CA,Canada,44.201401,-81.606697,20
AKV,CYKO,small_airport,Akulivik Airport,Akulivik,CA-QC,Quebec,CA,Canada,60.8186,-78.148598,15
YOG,CYKP,small_airport,Ogoki Post Airport,Ogoki Post,CA-ON,Ontario,CA,Canada,51.6585998535,-85.9017028809,15
YKQ,CYKQ,small_airport,Waskaganish Airport,Waskaganish,CA-QC,Quebec,CA,Canada,51.473301,-78.758301,15
YKX,CYKX,medium_airport,Kirkland Lake Airport,Kirkland Lake,CA-ON,Ontario,CA,Canada,48.21030044555664,-79.98139953613281,20
YKY,CYKY,medium_airport,Kindersley Airport,Kindersley,CA-SK,Saskatchewan,CA,Canada,51.5175018311,-109.180999756,20
YPJ,CYLA,small_airport,Aupaluk Airport,Aupaluk,CA-QC,Quebec,CA,Canada,59.2967,-69.599701,15
YLC,CYLC,small_airport,Kimmirut Airport,Kimmirut,CA-NU,Nunavut,CA,Canada,62.848253,-69.877853,15
YLD,CYLD,medium_airport,Chapleau Airport,Chapleau,CA-ON,Ontario,CA,Canada,47.81999969482422,-83.3467025756836,20
YLH,CYLH,small_airport,Lansdowne House Airport,Lansdowne House,CA-ON,Ontario,CA,Canada,52.195599,-87.934196,15
YLJ,CYLJ,medium_airport,Meadow Lake Airport,Meadow Lake,CA-SK,Saskatchewan,CA,Canada,54.125301361083984,-108.52300262451172,20
YSG,CYLK,small_airport,Lutselk'e Airport,Lutselk'e,CA-NT,Northwest Territories,CA,Canada,62.417823,-110.682793,15
YLL,CYLL,medium_airport,Lloydminster Airport,Lloydminster,CA-AB,Alberta,CA,Canada,53.3092,-110.072998,25
YLR,CYLR,medium_airport,Leaf Rapids Airport,Leaf Rapids,CA-MB,Manitoba,CA,Canada,56.513301849365234,-99.98529815673828,20
YLK,CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,Barrie,CA-ON,Ontario,CA,Canada,44.485056,-79.554663,25
YLT,CYLT,medium_airport,Alert Airport,Alert,CA-NU,Nunavut,CA,Canada,82.517263,-62.283037,20
XGR,CYLU,small_airport,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA-QC,Quebec,CA,Canada,58.711399,-65.992798,15
YLW,CYLW,large_airport,Kelowna International Airport,Kelowna,CA-BC,British Columbia,CA,Canada,49.9561,-119.377998,35
YMA,CYMA,medium_airport,Mayo Airport,Mayo,CA-YT,Yukon,CA,Canada,63.61640167236328,-135.8679962158203,20
YME,CYME,medium_airport,Matane Airport,Matane,CA-QC,Quebec,CA,Canada,48.85689926147461,-67.45330047607422,20
YMG,CYMG,medium_airport,Manitouwadge Airport,Manitouwadge,CA-ON,Ontario,CA,Canada,49.083900451660156,-85.86060333251953,20
YMH,CYMH,small_airport,Mary's Harbour Airport,Mary's Harbour,CA-NL,Newfoundland and Labrador,CA,Canada,52.302837,-55.847433,15
YMJ,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA-SK,Saskatchewan,CA,Canada,50.330299377441406,-105.55899810791016,20
YML,CYML,medium_airport,Charlevoix Airport,Charlevoix,CA-QC,Quebec,CA,Canada,47.59749984741211,-70.2238998413086,20
YMM,CYMM,medium_airport,Fort McMurray International Airport,Fort McMurray,CA-AB,Alberta,CA,Canada,56.653301,-111.222,25
YMO,CYMO,medium_airport,Moosonee Airport,Moosonee,CA-ON,Ontario,CA,Canada,51.291099548339844,-80.60780334472656,25
YMT,CYMT,medium_airport,Chapais Airport,Chibougamau,CA-QC,Quebec,CA,Canada,49.77190017700195,-74.5280990600586,25
YUD,CYMU,small_airport,Umiujaq Airport,Umiujaq,CA-QC,Quebec,CA,Canada,56.536098,-76.518303,15
YMX,CYMX,medium_airport,Montreal Mirabel International Airport,Montréal,CA-QC,Quebec,CA,Canada,45.679501,-74.038696,25
YNA,CYNA,medium_airport,Natashquan Airport,Natashquan,CA-QC,Quebec,CA,Canada,50.190114,-61.78898,25
YNC,CYNC,small_airport,Wemindji Airport,Wemindji,CA-QC,Quebec,CA,Canada,53.010601,-78.8311,15
YND,CYND,medium_airport,Ottawa / Gatineau Airport,Gatineau,CA-QC,Quebec,CA,Canada,45.521702,-75.563599,25
YNE,CYNE,small_airport,Norway House Airport,Norway House,CA-MB,Manitoba,CA,Canada,53.958302,-97.8442,15
YLY,CYNJ,medium_airport,Langley Airport,Langley,CA-BC,British Columbia,CA,Canada,49.1008,-122.630997,20
YNL,CYNL,medium_airport,Points North Landing Airport,Points North Landing,CA-SK,Saskatchewan,CA,Canada,58.27669906616211,-104.08200073242188,25
YNM,CYNM,medium_airport,Matagami Airport,Matagami,CA-QC,Quebec,CA,Canada,49.76169967651367,-77.80280303955078,20
YOA,CYOA,medium_airport,Ekati Airport,Ekati,CA-NT,Northwest Territories,CA,Canada,64.6988983154,-110.614997864,20
YOC,CYOC,small_airport,Old Crow Airport,Old Crow,CA-YT,Yukon,CA,Canada,67.570602,-139.839005,15
YOD,CYOD,medium_airport,CFB Cold Lake,Cold Lake,CA-AB,Alberta,CA,Canada,54.404998779296875,-110.27899932861328,20
YOH,CYOH,small_airport,Oxford House Airport,Oxford House,CA-MB,Manitoba,CA,Canada,54.9333,-95.2789,15
YOJ,CYOJ,medium_airport,High Level Airport,High Level,CA-AB,Alberta,CA,Canada,58.62139892578125,-117.16500091552734,25
YOO,CYOO,medium_airport,Oshawa Executive Airport,Oshawa,CA-ON,Ontario,CA,Canada,43.922798,-78.894997,20
YOP,CYOP,medium_airport,Rainbow Lake Airport,Rainbow Lake,CA-AB,Alberta,CA,Canada,58.491402,-119.407997,20
YOS,CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA-ON,Ontario,CA,Canada,44.5903015137,-80.8375015259,20
YOW,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,Ottawa,CA-ON,Ontario,CA,Canada,45.322498,-75.669197,35
YPA,CYPA,medium_airport,Prince Albert Glass Field,Prince Albert,CA-SK,Saskatchewan,CA,Canada,53.214199066199996,-105.672996521,25
YPC,CYPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA-NT,Northwest Territories,CA,Canada,69.360838,-124.07547,15
YPS,CYPD,medium_airport,Port Hawkesbury Airport,Port Hawkesbury,CA-NS,Nova Scotia,CA,Canada,45.6567001343,-61.3680992126,20
YPE,CYPE,medium_airport,Peace River Airport,Peace River,CA-AB,Alberta,CA,Canada,56.226898,-117.446999,25
YPG,CYPG,medium_airport,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA-MB,Manitoba,CA,Canada,49.903099,-98.273817,20
YPH,CYPH,small_airport,Inukjuak Airport,Inukjuak,CA-QC,Quebec,CA,Canada,58.471901,-78.076897,15
YPL,CYPL,medium_airport,Pickle Lake Airport,Pickle Lake,CA-ON,Ontario,CA,Canada,51.4463996887207,-90.21420288085938,25
YPM,CYPM,small_airport,Pikangikum Airport,Pikangikum,CA-ON,Ontario,CA,Canada,51.819698,-93.973297,15
YPN,CYPN,medium_airport,Port-Menier Airport,Port-Menier,CA-QC,Quebec,CA,Canada,49.836399,-64.288597,25
YPO,CYPO,small_airport,Peawanuck Airport,Peawanuck,CA-ON,Ontario,CA,Canada,54.987932,-85.442648,15
YPQ,CYPQ,medium_airport,Peterborough Regional Airport,Peterborough,CA-ON,Ontario,CA,Canada,44.232251,-78.362053,25
YPR,CYPR,medium_airport,Prince Rupert Airport,Prince Rupert,CA-BC,British Columbia,CA,Canada,54.286098480199996,-130.445007324,25
YPW,CYPW,medium_airport,Powell River Airport,Powell River,CA-BC,British Columbia,CA,Canada,49.83420181274414,-124.5,25
YPX,CYPX,medium_airport,Puvirnituq Airport,Puvirnituq,CA-QC,Quebec,CA,Canada,60.050598,-77.286903,25
YPY,CYPY,medium_airport,Fort Chipewyan Airport,Fort Chipewyan,CA-AB,Alberta,CA,Canada,58.7672004699707,-111.11699676513672,25
YPZ,CYPZ,medium_airport,Burns Lake Airport,Burns Lake,CA-BC,British Columbia,CA,Canada,54.3764,-125.950996,25
YQA,CYQA,medium_airport,Muskoka Airport,Gravenhurst,CA-ON,Ontario,CA,Canada,44.975376,-79.306546,25
YQB,CYQB,large_airport,Quebec Jean Lesage International Airport,Quebec,CA-QC,Quebec,CA,Canada,46.7911,-71.393303,35
YQD,CYQD,medium_airport,The Pas Airport,The Pas,CA-MB,Manitoba,CA,Canada,53.97140121459961,-101.09100341796875,25
YQF,CYQF,medium_airport,Red Deer Regional Airport,Springbrook,CA-AB,Alberta,CA,Canada,52.182201,-113.893997,20
YQG,CYQG,medium_airport,Windsor International Airport,Windsor,CA-ON,Ontario,CA,Canada,42.2756,-82.955597,25
YQH,CYQH,medium_airport,Watson Lake Airport,Watson Lake,CA-YT,Yukon,CA,Canada,60.116839,-128.821993,25
YQI,CYQI,medium_airport,Yarmouth Airport,Yarmouth,CA-NS,Nova Scotia,CA,Canada,43.826900482177734,-66.08809661865234,20
YQK,CYQK,medium_airport,Kenora Airport,Kenora,CA-ON,Ontario,CA,Canada,49.788299560546875,-94.36309814453125,25
YQL,CYQL,medium_airport,Lethbridge County Airport,Lethbridge,CA-AB,Alberta,CA,Canada,49.6302986145,-112.800003052,25
YQM,CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA-NB,New Brunswick,CA,Canada,46.113189,-64.67719,25
YQN,CYQN,medium_airport,Nakina Airport,Nakina,CA-ON,Ontario,CA,Canada,50.18280029296875,-86.69640350341797,25
YQQ,CYQQ,medium_airport,Comox Valley International Airport / CFB Comox,Comox,CA-BC,British Columbia,CA,Canada,49.7108,-124.887001,25
YQR,CYQR,medium_airport,Regina International Airport,Regina,CA-SK,Saskatchewan,CA,Canada,50.431938,-104.660906,25
YQS,CYQS,medium_airport,St Thomas Municipal Airport,St Thomas,CA-ON,Ontario,CA,Canada,42.77000045776367,-81.11080169677734,20
YQT,CYQT,medium_airport,Thunder Bay International Airport,Thunder Bay,CA-ON,Ontario,CA,Canada,48.371899,-89.323898,25
YQU,CYQU,medium_airport,Grande Prairie Airport,Grande Prairie,CA-AB,Alberta,CA,Canada,55.1796989441,-118.885002136,25
YQV,CYQV,medium_airport,Yorkton Municipal Airport,Yorkton,CA-SK,Saskatchewan,CA,Canada,51.264702,-102.461998,20
YQW,CYQW,medium_airport,North Battleford Airport,North Battleford,CA-SK,Saskatchewan,CA,Canada,52.769409,-108.243742,20
YQX,CYQX,medium_airport,Gander International Airport,Gander,CA-NL,Newfoundland and Labrador,CA,Canada,48.936258,-54.567719,25
YQY,CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA-NS,Nova Scotia,CA,Canada,46.161072,-60.049759,25
YQZ,CYQZ,medium_airport,Quesnel Airport,Quesnel,CA-BC,British Columbia,CA,Canada,53.026100158691406,-122.51000213623047,25
YRA,CYRA,small_airport,Rae Lakes Airport,Gamètì,CA-NT,Northwest Territories,CA,Canada,64.116096,-117.309998,15
YRB,CYRB,medium_airport,Resolute Bay Airport,Resolute Bay,CA-NU,Nunavut,CA,Canada,74.7169036865,-94.9693984985,25
YRI,CYRI,medium_airport,Rivière-du-Loup Airport,Rivière-du-Loup,CA-QC,Quebec,CA,Canada,47.764400482177734,-69.58470153808594,20
YRJ,CYRJ,medium_airport,Roberval Airport,Roberval,CA-QC,Quebec,CA,Canada,48.519665,-72.265735,25
YRL,CYRL,medium_airport,Red Lake Airport,Red Lake,CA-ON,Ontario,CA,Canada,51.066898345947266,-93.79309844970703,25
YRO,CYRO,medium_airport,Ottawa / Rockcliffe Airport,Ottawa,CA-ON,Ontario,CA,Canada,45.460496,-75.644001,25
YRQ,CYRQ,medium_airport,Trois-Rivières Airport,Trois-Rivières,CA-QC,Quebec,CA,Canada,46.35279846191406,-72.67939758300781,20
YRS,CYRS,small_airport,Red Sucker Lake Airport,Red Sucker Lake,CA-MB,Manitoba,CA,Canada,54.167198,-93.557198,15
YRT,CYRT,medium_airport,Rankin Inlet Airport,Rankin Inlet,CA-NU,Nunavut,CA,Canada,62.8114013672,-92.1157989502,25
YRV,CYRV,medium_airport,Revelstoke Airport,Revelstoke,CA-BC,British Columbia,CA,Canada,50.962245,-118.184258,20
YSB,CYSB,medium_airport,Sudbury Airport,Sudbury,CA-ON,Ontario,CA,Canada,46.625,-80.79889678955078,25
YSC,CYSC,medium_airport,Sherbrooke Airport,Sherbrooke,CA-QC,Quebec,CA,Canada,45.438599,-71.691399,20
YSF,CYSF,medium_airport,Stony Rapids Airport,Stony Rapids,CA-SK,Saskatchewan,CA,Canada,59.250301361083984,-105.84100341796875,25
YSH,CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA-ON,Ontario,CA,Canada,44.945801,-75.940598,20
YSJ,CYSJ,medium_airport,Saint John Airport,Saint John,CA-NB,New Brunswick,CA,Canada,45.31610107421875,-65.89029693603516,25
YSK,CYSK,small_airport,Sanikiluaq Airport,Sanikiluaq,CA-NU,Nunavut,CA,Canada,56.536891,-79.250221,15
YSL,CYSL,medium_airport,Saint-Léonard Airport,Saint-Léonard,CA-NB,New Brunswick,CA,Canada,47.157097,-67.836242,25
YSM,CYSM,medium_airport,Fort Smith Airport,Fort Smith,CA-NT,Northwest Territories,CA,Canada,60.020302,-111.961998,25
YCM,CYSN,medium_airport,Niagara District Airport,Niagara-on-the-Lake,CA-ON,Ontario,CA,Canada,43.191598,-79.171686,25
YSP,CYSP,medium_airport,Marathon Airport,Marathon,CA-ON,Ontario,CA,Canada,48.75529861450195,-86.34439849853516,20
